;ProcessNumber;ContractingInstitutionName;CIAddress;CICity;CICPostalCode;Subject;ProcurementName;ShipmentLocationDescription;IsSectorAgreement;CentralInstitution;GroupProcurement;ContractTermination;ZPJN;IsDevided;AgreementStartDate;AgreementEndDate;AgreeementDurationMonthsDays;ProcedureName;OfferTypeName;UseElectronicTools;ContractDate;ContractNumber;NumberOfOffers;HighestOfferValue;LowestOfferValue;VendorName;VendorAddress;VendorCity;VendorState;GroupBid;EstimatedPrice;ContractPriceWithoutVat;Vat;ContractPrice;DateOfDispatchBJN
746;00527/2020;ЈП Комуналец Битола;ул.16 бб;Битола;7000;Санитарна течност за санитарни јазли, средства за освежување и дезинфекција на простории;Стоки;Во административни и деловни простории на ЈП Комуналец Битола;Не;Не;Не;Не;33000000-0,33770000-8,90600000-3,90920000-2;Не;02/05/2020;02/05/2021;Месеци: 12 Денови: 365;Набавки од мала вредност;Цена;Да;2020-02-05;05-61/3-1/1;1.0;4067.79;4067.79;Друштво за трговија на големо со хемиски производи ДИКИС-ИД увоз-извоз ДООЕЛ Битола;7-МИ ЈУЛИ 31;БИТОЛА;Република Македонија;Не;236000.0;200000.0;18;236000.0;2020-06-04
747;06916/2020;Јавно сообраќајно претпријатие СКОПЈЕ;бул. А.Македонски 10;Скопје;1000;Сервисирање и одржување на моторни возила;Стоки;ЈСП Скопје;Не;Не;Не;Не;50000000-5;Не;;;Месеци: 12;Набавки од мала вредност;Цена;Да;2020-06-02;08-499/1;1.0;448760.0;448760.0;Друштво за трговија транспорт туризам и услуги АВТО КУЌА ЦОБЕ Слободан ДООЕЛ експорт импорт Гостивар;МАРА УГРИНОСКА 76;ГОСТИВАР;Република Македонија;Не;590000.0;448760.0;18;529536.8;2020-06-08
748;07006/2020;Општина Свети Николе;Плоштад Илинден бр:12;Свети Николе;2220;Вршење надзор над изградба на атмосферска канализација на ул.9-ти Мај (прва фаза) Свети Николе;Услуги;Свети Николе на  ул.9-ти Мај;Не;Не;Не;Не;71000000-8;Не;04/01/2021;05/15/2021;;Набавки од мала вредност;Цена;Да;2020-06-03;1402-22/8;6.0;156000.0;65000.0;Друштво за архитектонски дејности, надзор и инженеринг МБМ АРХИТЕКТИ ДООЕЛ Скопје;БУЛЕВАР “АСНОМ“ 48 2/001;СКОПЈЕ - АЕРОДРОМ;Република Македонија;Не;76700.0;18850.0;18;22243.0;2020-06-08
749;;ЈЗУ Градска општа болница „8-ми Септември“ Скопје;ул.„Бледски договор“ бб Скопје;Скопје;1000;Заштитни комбинезони и хируршки мантили;Стоки;;Не;Не;Не;Не;;Да;;;Месеци: 3;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-05-18;05-2010/6;5.0;;;Трговско друштво за трговија на големо и мало БРСЈАК ДООЕЛ увоз-извоз Скопје;ИЛИНДЕНСКА 37;ИЛИНДЕН;Република Македонија;Не;840000.0;660000.0;18;778800.0;2020-06-08
750;;ЈЗУ Градска општа болница „8-ми Септември“ Скопје;ул.„Бледски договор“ бб Скопје;Скопје;1000;Лична заштитна опрема заради превенција од Covid 19;Стоки;;Не;Не;Не;Не;33100000-1;Да;;;Месеци: 3;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-03-25;05-1313/9;8.0;;;Друштво за трговија и услуги КОМЕД увоз-извоз ДООЕЛ Скопје;ДАМЕ ГРУЕВ 5;СКОПЈЕ - ЦЕНТАР;Република Македонија;Не;4000000.0;120000.0;18;141600.0;2020-06-08
751;00287/2020;ЈП „Национални шуми“- п.о.-Скопје;Ул.Булевар“Св.Климент Охридски“ Бр.68;Скопје/Центар;1000;ШУМАРСКИ УСЛУГИ за фази: Сеча со дотур на дрвни сортименти;Услуги;согласно ТД;Не;Не;Не;Не;77200000-2;Да;06/04/2020;;Месеци: 12;Отворена постапка;Цена;Да;2020-06-04;03-14/147;2.0;1007900.0;147550.0;Друштво за услуги сообраќај и трговија ТРАНС ФЕ-ТА ДООЕЛ Тетово;БРАЌА СТЕФАНОВИЌ 20;БРВЕНИЦА;Република Македонија;Не;382842527.6;1424080.0;18;1680414.4;2020-06-08
752;00287/2020;ЈП „Национални шуми“- п.о.-Скопје;Ул.Булевар“Св.Климент Охридски“ Бр.68;Скопје/Центар;1000;ШУМАРСКИ УСЛУГИ за фази: Сеча со дотур на дрвни сортименти;Услуги;согласно ТД;Не;Не;Не;Не;77200000-2;Да;06/04/2020;;Месеци: 12;Отворена постапка;Цена;Да;2020-06-04;03-14/148;1.0;430900.0;430900.0;Друштво за услуги сообраќај и трговија ТРАНС ФЕ-ТА ДООЕЛ Тетово;БРАЌА СТЕФАНОВИЌ 20;БРВЕНИЦА;Република Македонија;Не;382842527.6;430900.0;18;508462.0;2020-06-08
753;00744/2020;ЈП Комуналец Битола;ул.16 бб;Битола;7000;Сервисирање и репарирање инјектори и пумпи со висок притисок;Услуги;Деловен објект на економски оператор;Не;Не;Не;Не;50000000-5;Не;02/18/2020;02/18/2021;Месеци: 12 Денови: 365;Набавки од мала вредност;Цена;Да;2020-02-18;05-67/3-1/1;2.0;78130.0;70000.0;Друштво за трговија и услуги МАК-ДИЗЕЛ ДООЕЛ Скопје;БУЛЕВАР “АЛЕКСАНДАР МАКЕДОНСКИ“ 30;СКОПЈЕ - ГАЗИ БАБА;Република Македонија;Не;354000.0;300000.0;18;354000.0;2020-06-04
754;06188/2020;ЈП Водовод Куманово;Фетка Наскова бр. 22;Куманово;1300;Компресори за воздух;Стоки;Носителот на набавката е должен да го испорача предметот на договорот на локација на ЈП ВОДОВОД Куманово во објекти на Одделение за водоснабдителни објекти на територија на Општина Куманово.;Не;Не;Не;Не;42123000-7,42123400-1;Не;06/01/2020;05/31/2021;Месеци: 12;Поедноставена отворена постапка;Цена;Да;2020-05-27;05-858/2;2.0;1830000.0;1717500.0;Друштво за производство,промет и услуги ТЕХНО ХАУС ДООЕЛ Скопје;БУЛЕВАР ВИДОЕ СМИЛЕВСКИ БАТО 77/влез 4-локал 2;СКОПЈЕ - АЕРОДРОМ;Република Македонија;Не;2124000.0;1717500.0;18;2026650.0;2020-06-04
755;03883/2020;Јавна установа од областа на здравството за потребите на јавните здравствени установи универзитетски клиники, завод и ургентен центар - Скопје;ул. Водњанска бр.17;Скопје;1000;Преврзочен материјал, системи за инфузија, дренажна вакуум боца и др.;Стоки;;Не;Не;Да;Не;33000000-0;Да;06/02/2020;06/01/2021;Месеци: 12 Денови: 365;Отворена постапка;Цена;Да;2020-06-02;03-422/16;1.0;241829.0;10822.0;Друштво за производство и промет ТОСАМА ТРЕЈД ДОО Марино, Илинден;532 186;МАРИНО;Република Македонија;Не;23097150.08;750634.0;18;885748.12;2020-06-04
756;06834/2020;ЈЗУ Поликлиника на секундарно ниво ЖЕЛЕЗАРА - Скопје;16 Македонска Бригада бр.18;Скопје;1000;Услуги за мобилна телефонија;Услуги;ЈЗУ Поликлиника на секундарно ниво ЖЕЛЕЗАРА - Скопје;Не;Не;Не;Не;64212000-5;Не;;;Месеци: 24 Денови: 730;Набавки од мала вредност;Цена;Да;2020-05-26;0507-96/06834-6;1.0;0.01;0.01;Друштво за комуникациски услуги А1 МАКЕДОНИЈА ДООЕЛ Скопје;ПЛОШТАД ПРЕСВЕТА БОГОРОДИЦА 1;СКОПЈЕ - ЦЕНТАР;Република Македонија;Не;708000.0;600000.0;18;708000.0;2020-06-08
757;00300/2020;ЈП Комуналец - Кавадарци;Индустриска бб;Кавадарци;1430;Набавка  на приклучни елементи за метларка и резервни делови;Стоки;ЈП Комуналец Кавадраци;Не;Не;Не;Не;16000000-5;Да;;;Месеци: 12 Денови: 365;Поедноставена отворена постапка;Цена;Да;2020-02-26;0507-85/2;1.0;175960.0;79160.0;Друштво за транспорт,трговија и услуги АНЕЛ-МАГ 97 ДООЕЛ експорт импорт Кавадарци;ДОСТОЕВСКИ 25;ГЛИШИЌ;Република Македонија;Не;1180000.0;1000000.0;18;1180000.0;2020-06-08
758;00319/2020;ЈП Комуналец - Кавадарци;Индустриска бб;Кавадарци;1430;Сервисирање на постоечки ПП апарати и замена на нови кој не се во функција (за објекти и возила );Услуги;ЈП Комуналец Кавадарци;Не;Не;Не;Не;50000000-5;Не;;;Месеци: 12 Денови: 365;Набавки од мала вредност;Цена;Да;2020-03-02;0507-72/2;5.0;32930.0;9500.0;Друштво за производство, трговија и услуги СИГУРНОСТ-ДП ДООЕЛ Скопје;БУЛЕВАР ДВАНАЕСЕТТА МАКЕДОНСКА БРИГАДА 40 А;СКОПЈЕ - АЕРОДРОМ;Република Македонија;Не;177000.0;150000.0;18;177000.0;2020-06-08
759;05450/2020;ЈЗУ Центар за јавно здравје Битола;Партизанска бб;Битола;7000;Средства за ДДД;Стоки;;Не;Не;Не;Не;24452000-7;Да;05/08/2020;05/08/2021;Месеци: 12 Денови: 365;Поедноставена отворена постапка;Цена;Да;2020-05-08;05-9/25-2020;2.0;525000.0;46600.0;Трговско друштво за производство промет и услуги на големо и мало ХЕМОМАК ПЕСТИЦИДИ увоз-извоз ДООЕЛ с.Долно Караслари-Велес;ВАРДАРСКА 5;ДОЛНО КАЛАСЛАРИ;Република Македонија;Не;1417500.0;457600.0;5;480480.0;2020-06-08
760;05450/2020;ЈЗУ Центар за јавно здравје Битола;Партизанска бб;Битола;7000;Средства за ДДД;Стоки;;Не;Не;Не;Не;24452000-7;Да;05/08/2020;05/05/2021;Месеци: 12 Денови: 365;Поедноставена отворена постапка;Цена;Да;2020-05-08;05-9/29-2020;1.0;20800.0;20800.0;Друштво за производство,услуги и промет ПФЦ ТРАДЕ Драги и др.ДОО увоз-извоз Скопје;МИТО ХАЏИВАСИЛЕВ - ЈАСМИН 18/БЛОК 7-ЛОКАЛ 2;СКОПЈЕ - ЦЕНТАР;Република Македонија;Не;1417500.0;20800.0;5;21840.0;2020-06-08
761;01072/2020;ЈП Комуналец - Кавадарци;Индустриска бб;Кавадарци;1430;Геодетски услуги;Услуги;;Не;Не;Не;Не;71000000-8;Не;;;Месеци: 12 Денови: 365;Набавки од мала вредност;Цена;Да;2020-03-05;0507-216/2;1.0;13639.0;13639.0;Трговско друштво за геодетски работи ГЕОДЕТСКИ ПРЕМЕР ДООЕЛ Кавадарци;БУЛЕВАР ЕДВАРД КАРДЕЉ 7;КАВАДАРЦИ;Република Македонија;Не;354000.0;300000.0;18;354000.0;2020-06-08
762;05909/2020;ЈП Исар - Штип;Г.М. Апостолски бр.37;Штип;2000;Течен хлор во челични боци и нартиум хипохлорид со транспорт, технички преглед, поправка и набавка на нови челични боци;Стоки;ф-ко Договорниот орган;Не;Не;Не;Не;24900000-3;Да;;;Месеци: 12;Поедноставена отворена постапка;Цена;Да;2020-05-13;05-349/6;2.0;400000.0;30000.0;Друштво за технички испитувања, сертификација и технички прегледи ТЦИ ЕуроЦерт ДОО Скопје;ЛОНДОНСКА 2 локал 22/Канал-ламела В;СКОПЈЕ - КАРПОШ;Република Македонија;Не;1770000.0;30000.0;18;35400.0;2020-06-08
763;06245/2020;Јавна здравствена установа Специјализирана болница за превенција лекување и рехабилитација на кардиоваскуларни заболувања Охрид;населба Св.Стефан, бб;Охрид;6000;Пијалоци и засладувачи;Стоки;ЈЗУ Специјализирана болница за превенција, лекување и рехабилитација на кардиоваскуларни заболувања - Охрид, со адреса - населба ,,Свети Стефан“ б.б. Охрид;Не;Не;Не;Не;15320000-7,15511100-4,15830000-5,15860000-4,15980000-1;Не;;;Месеци: 24 Денови: 730;Набавки од мала вредност;Цена;Да;2020-05-29;03-489;4.0;552300.0;389935.0;Друштво за трговија на големо и мало Андрески Љупчо и др.АНДРОС увоз-извоз ДОО Охрид;15-ТИ КОРПУС 2;ОХРИД;Република Македонија;Не;413000.0;309120.0;0/5/18%;337461.6;2020-06-04
764;01768/2020;ЈП Комуналец - Кавадарци;Индустриска бб;Кавадарци;1430;Гуми за товарни , патнички возила и акомулатори;Стоки;ЈП Комуналец Кавадарци;Не;Не;Не;Не;42000000-6;Не;;;Месеци: 12 Денови: 365;Поедноставена отворена постапка;Цена;Да;2020-03-16;0507-283/3;1.0;456750.0;456750.0;Друштво за производство,трговија и услуги МФ ЈАНАКИ ДООЕЛ увоз-извоз Кавадарци;ЗАПАДЕН БУЛЕВАР ББ;КАВАДАРЦИ;Република Македонија;Не;944000.0;800000.0;18;944000.0;2020-06-08
765;06896/2020;ЈКП Комуналец - Пехчево;Јулија Веселинска бр.40;Пехчево;2326;Фасонски делови;Стоки;Франко адреса на Договорен орган;Не;Не;Не;Не;44160000-9;Не;06/01/2020;06/01/2021;Месеци: 12;Набавки од мала вредност;Цена;Да;2020-06-01;05-316/6;2.0;31623.0;29470.0;Јавно трговско друштво за градежништво и трговија увоз-извоз ПЕШАН ЈТД Пехчево;МАРШАЛ ТИТО ББ;ПЕХЧЕВО;Република Македонија;Не;354000.0;18160.0;18;21428.8;2020-06-08
766;;Македонска академија на науките и уметностите;Бул. Крсте Мисирков бр.2;Скопје;1000;Реагенси, лабораториски потрошен материјал и пластика и заштитна опрема потребни за дијагностицирање на корона вирусот;Стоки;ИЦГИБ „Георги Д. Ефремов“, МАНУ - Скопје;Не;Не;Не;Не;33000000-0;Да;;;Месеци: 12;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-05-11;03-1256/35;11.0;;;Друштво за промет ВАРУС ДООЕЛ експорт-импорт Скопје;СКУПИ 57;СКОПЈЕ - КАРПОШ;Република Македонија;Не;10988851.0;54091.0;18;63827.38;2020-06-08
767;;Македонска академија на науките и уметностите;Бул. Крсте Мисирков бр.2;Скопје;1000;Реагенси, лабораториски потрошен материјал и пластика и заштитна опрема потребни за дијагностицирање на корона вирусот;Стоки;ИЦГИБ „Георги Д. Ефремов“, МАНУ - Скопје;Не;Не;Не;Не;33000000-0;Да;;;Месеци: 12;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-05-11;03-1256/33;11.0;;;Друштво за производство трговија и услуги АРМОР ПЛУС ДОО увоз-извоз Скопје;БУЛЕВАР 3-ТА МАКЕДОНСКА БРИГАДА 48;СКОПЈЕ - АЕРОДРОМ;Република Македонија;Не;10988851.0;42000.0;18;49560.0;2020-06-08
768;;ЈЗУ Специјализирана болница за ортопедија и трауматологија „Св. Еразмо“ Охрид;ул. „Гоце Делчев“ б.б., Охрид;Охрид;6000;Заштитна опрема за превенција од COVID - 19;Стоки;ЈЗУ Специјализирана болница за ортопедија и трауматологија Св. Еразмо Охрид Ул. Гоце Делчев б.б. Охрид;Не;Не;Не;Не;;Не;05/13/2020;05/12/2021;Месеци: 12 Денови: 365;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-05-12;03-520;2.0;54000.0;33000.0;Друштво за промет и услуги МЕДИТРЕЈД 94 ДООЕЛ експорт-импорт Скопје;СКУПИ 3 55;СКОПЈЕ - КАРПОШ;Република Македонија;Не;43660.0;37000.0;18;43660.0;2020-06-08
769;;Универзитет св.Кирил и Методиј Медицински Факултет Скопје;50-та дивизија бр.6;Скопје;1000;Дезинфекција;Услуги;Договорен орган е Универзитетот „Св. Кирил и Методиј“ Медицински факултет - Скопје, со седиште на адресаЧ Ул. 50 Дивизија бр. 6, Скопје;Не;Не;Не;Не;90670000-4;Не;;;Месеци: 6;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-04-03;05-1417/8;1.0;2.5;2.5;Јавна здравствена установа ЦЕНТАР ЗА ЈАВНО ЗДРАВЈЕ-Скопје;ул.3 Македонска бригада бр.18;Скопје;Република Македонија;Не;200000.0;200000.0;0;200000.0;2020-06-09
770;06109/2020;Јавна установа од областа на здравството за потребите на јавните здравствени установи универзитетски клиники, завод и ургентен центар - Скопје;ул. Водњанска бр.17;Скопје;1000;Таблетирана и индустриска сол;Стоки;комплекс клиники Мајка Тереза;Не;Не;Не;Не;33000000-0;Да;;;Месеци: 12 Денови: 365;Поедноставена отворена постапка;Цена;Да;2020-06-03;03-1172/1;4.0;2925000.0;25500.0;Друштво за промет и услуги МЕДИЦАЛ АДВАНЦЕ ДООЕЛ Скопје;ул. Орце Николов бр.202/2-1;СКОПЈЕ- Карпош;Република Македонија;Не;1439600.0;1216500.0;18;1435470.0;2020-06-09
771;06911/2020;Општина Велес;ул. Панко Брашнар бр. 1;Велес;1400;Набавка на резервни делови и сервисирање на возила на ТППЕ;Услуги;Општина Велес;Не;Не;Не;Не;34000000-7,34300000-0,34900000-6,35000000-4;Да;;;Месеци: 12 Денови: 365;Набавки од мала вредност;Цена;Да;2020-05-29;05-1737/8;1.0;57760.0;4116.0;Друштво за производство,трговија и услуги РЕЛИ увоз-извоз ДООЕЛ Кочани;СКОПСКА 8 лок.2;КОЧАНИ;Република Македонија;Не;370000.0;313559.32;18;370000.0;2020-06-09
772;03769/2020;СОУ Гимназија “ КИРИЛ ПЕЈЧИНОВИЌ“ - ТЕТОВО;Браќа Миладонови бр.134;Тетово;01200;Електрична енергија;Стоки;СОУГимназија,,Кирил Пејчиновиќ,,Тетово.Ул Браќа Миладинови.бр,134.Тетово1200;Не;Не;Не;Не;09000000-3;Не;05/01/2020;04/30/2021;Месеци: 12;Поедноставена отворена постапка;Цена;Да;2020-04-30;05-37/9;2.0;6.0;5.9;Друштво со ограничена одговорност ФУТУРЕ ЕНЕРЏИ ТРАЈДИНГ ЕНД ЕКСЧАЈНЏ ДИНАМИКС-Косово-Подружница ФУТУРЕ ЕНЕРЏИ ТРАЈДИНГ ЕНД ЕКСЧАЈНЏ ДИНАМИКС во Македонија,Скопје;МАРШАЛ ТИТО БЛОК 54-ЛАМ.13;ТЕТОВО;Република Македонија;Не;1180000.0;623727.61;18;735998.58;2020-06-09
773;04200/2020;ЈЗУ Градска општа болница „8-ми Септември“ Скопје;ул.„Бледски договор“ бб Скопје;Скопје;1000;Хируршки конци;Стоки;;Не;Не;Не;Не;33141125-2;Да;;;Месеци: 12;Отворена постапка;Цена;Да;2020-06-03;34-34/8;2.0;1224460.0;5316.0;Друштво за трговија и услуги КУБИС МЕДИКАЛ ДООЕЛ Скопје;ПРВОМАЈСКА-ББ;СКОПЈЕ - КИСЕЛА ВОДА;Република Македонија;Не;8039340.0;2307450.0;0/5/18%;2422822.5;2020-06-09
774;;Народна банка на Република Македонија;Кузман Јосифовски Питу бр.1;Скопје;1000;Средства за дезинфекција и лична заштита;Стоки;Скопје;Не;Не;Не;Не;18143000-3,24455000-8;Не;;;Месеци: 6;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-06-02;20-12915/11;2.0;824380.0;824380.0;Друштво за промет МАКЕДОНИЈАЛЕК ДОО Скопје;БОЦА ИВАНОВА 1;СКОПЈЕ - БУТЕЛ;Република Македонија;Не;1527750.0;824380.0;0/5/18%;910372.0;2020-06-09
775;04759/2020;Јавна здравствена организација Здравствен дом Академик Проф.д-р. Димитар Арсов - Крива Паланка;Св.Јоаким Осоговски бб;Крива Паланка;1330;Медицински материјали;Стоки;ЈЗУ Здравствен дом Крива Паланка-Депо за лекови;Не;Не;Не;Не;33000000-0;Да;05/19/2020;05/19/2021;Месеци: 12;Поедноставена отворена постапка;Цена;Да;2020-05-19;05-5/43;1.0;9550.0;9550.0;Друштво за промет и услуги АХЕМА СОЛУШНС ДОО Скопје;ЗАГРЕБСКА 28/Б;СКОПЈЕ - ЦЕНТАР;Република Македонија;Не;3304000.0;9550.0;18;11269.0;2020-06-09
776;04759/2020;Јавна здравствена организација Здравствен дом Академик Проф.д-р. Димитар Арсов - Крива Паланка;Св.Јоаким Осоговски бб;Крива Паланка;1330;Медицински материјали;Стоки;ЈЗУ Здравствен дом Крива Паланка-Депо за лекови;Не;Не;Не;Не;33000000-0;Да;05/19/2020;05/19/2021;Месеци: 12;Поедноставена отворена постапка;Цена;Да;2020-05-19;05-5/44;2.0;99990.0;400.0;Друштво за производство и трговија и услуги БИНЕТ МЕДИКАЛ ДОО експорт-импорт Скопје;КОЗЛЕ 71а;СКОПЈЕ - КАРПОШ;Република Македонија;Не;3304000.0;190700.0;18;225026.0;2020-06-09
777;04759/2020;Јавна здравствена организација Здравствен дом Академик Проф.д-р. Димитар Арсов - Крива Паланка;Св.Јоаким Осоговски бб;Крива Паланка;1330;Медицински материјали;Стоки;ЈЗУ Здравствен дом Крива Паланка-Депо за лекови;Не;Не;Не;Не;33000000-0;Да;05/19/2020;05/19/2021;Месеци: 12;Поедноставена отворена постапка;Цена;Да;2020-05-19;05-5/50;7.0;120000.0;40000.0;Друштво за промет и услуги Л & Н & Т ДИАГНОСТИК ДООЕЛ Скопје;БЛАГОЈ ДАВКОВ 18 локал/1 и 2;СКОПЈЕ - ЦЕНТАР;Република Македонија;Не;3304000.0;12000.0;18;14160.0;2020-06-09
778;01922/2020;ЈЗУ Клиника за Хематологија;Ул.“Водњанска“ Бр. 17;Скопје;1000;Филтри за воздух-дигестори;Стоки;;Не;Не;Не;Не;42514310-8,42955000-5;Не;03/10/2020;03/10/2021;Месеци: 12 Денови: 365;Набавки од мала вредност;Цена;Да;2020-03-09;09-204/9;1.0;131000.0;131000.0;Друштво за промет и консалтинг ФАРМАХЕМ ДООЕЛ Скопје;КИЧЕВСКА 1;СКОПЈЕ - ЃОРЧЕ ПЕТРОВ;Република Македонија;Не;354000.0;131000.0;18;154580.0;2020-06-09
779;;ЈПКД Комуналец - Струмица;Климент Охридски бр. 35б;Струмица;2400;сретство за дезинфекција;Стоки;истоварено франко магазин на ЈП;Не;Не;Не;Не;;Не;;;Месеци: 12;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-04-10;05-1806/4;1.0;240000.0;240000.0;ДТУ БМТ ТИМ ЛОГИСТИК ДООЕЛ СТРУМИЦА;5-ти Ноември   бр.42    Струмица;Струмица;РНМакедонија;Не;283200.0;240000.0;18;283200.0;2020-06-09
780;;ЈЗУ Општа болница Охрид;Сирма Војвода бб;Охрид;6000;Заштитна медицинска опрема за медицински персонал директно изложен на ковид 19.;Стоки;ЈЗУ Општа Болница Охрид- Болничка Аптека;Не;Не;Не;Не;33000000-0;Да;04/07/2020;04/07/2021;Месеци: 12 Денови: 365;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-04-07;27-421/9-3;7.0;800000.0;11000.0;Друштво за производство, трговија и услуги МЕДИКОН ДООЕЛ увоз-извоз Скопје;БОРИС ТРАЈКОВСКИ 7/85;СКОПЈЕ - КИСЕЛА ВОДА;Република Македонија;Не;2179460.0;1671000.0;18;1971780.0;2020-06-09
781;;ЈЗУ Општа болница Охрид;Сирма Војвода бб;Охрид;6000;Заштитна медицинска опрема за медицински персонал директно изложен на ковид 19;Стоки;ЈЗУ Општа Болница Охрид-Болничка Аптека;Не;Не;Не;Не;33000000-0;Да;04/07/2020;04/07/2021;Месеци: 12 Денови: 365;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-04-07;27-421/9-2;7.0;800000.0;11000.0;Друштво за производство,промет,услуги и посредување ЛАБТЕХ ДООЕЛ увоз-извоз Скопје;АЛЖИРСКА 2-2;СКОПЈЕ - КАРПОШ;Република Македонија;Не;2179460.0;11000.0;18;12980.0;2020-06-09
782;06202/2020;Општина Кавадарци;Плоштад Маршал Тито бб;Кавадарци;1430;Изградба на фонтани со инсталација;Работи;Општина Кавадарци;Не;Не;Не;Не;45000000-7;Да;;;Месеци: 12;Поедноставена отворена постапка;Цена;Да;2020-06-03;19-2325/9;2.0;1064572.0;961049.0;Друштво за производство трговија и услуги МЕТАЛ-АПОСТОЛОВ ДООЕЛ увоз-извоз Кавдарци;ИНДУСТРИСКА 23;КАВАДАРЦИ;Република Македонија;Не;2997942.22;961049.0;18;1134037.82;2020-06-09
783;00896/2020;ЈП Комуналец Битола;ул.16 бб;Битола;7000;Градежен материјал;Стоки;Деловен објект на договорен орган;Не;Не;Не;Не;44000000-0;Да;02/26/2020;02/26/2021;Месеци: 12 Денови: 365;Поедноставена отворена постапка;Цена;Да;2020-02-26;02-47/4-5/2;4.0;1814600.0;187500.0;Друштво за производство, услуги и трговија на големо и мало ДИ КОМ Тони  ДООЕЛ увоз-извоз Битола;ВЛАДИМИР НАЗОР 5;БИТОЛА;Република Македонија;Не;4956000.0;540914.0;18;638278.52;2020-06-09
784;;Народна банка на Република Македонија;Кузман Јосифовски Питу бр.1;Скопје;1000;Услуги за дезинфекција на работните површини;Услуги;Просториите на Народната банка на Република Северна Македонија;Не;Не;Не;Не;;Не;;;Месеци: 12;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-03-18;20-10435/1;1.0;120000.0;120000.0;Јавна здравствена установа ЦЕНТАР ЗА ЈАВНО ЗДРАВЈЕ-Скопје;ул.3 Македонска бригада бр.18;Скопје;Република Македонија;Не;120000.0;120000.0;0;120000.0;2020-06-09
785;05798/2020;Центар за развој на Источен плански регион;ул. „Ванчо Прке“ бр.119, кат 2;Штип;2000;Партерно уредување со поставување на урбана опрема на Црнодолски водопади – општина Пехчево;Работи;Црнодолски водопади, туристичка населба „Равна река“ – општина Пехчево,;Не;Не;Не;Не;45000000-7;Не;;;Месеци: 7;Поедноставена отворена постапка;Цена;Да;2020-06-04;05-207/1;6.0;15619530.01;5778866.71;Друштво за производство, промет, градежништво, транспорт и услуги КОП-ИНЖЕНЕРИНГ ДООЕЛ увоз-извоз Скопје;КЕЈ 13-ТИ НОЕМВРИ 76-2;СКОПЈЕ - ЦЕНТАР;Република Македонија;Не;6549177.0;5534051.0;18;6530180.18;2020-06-10
786;06287/2020;ЈЗУ Општа болница со проширена дејност - Кавадарци;Ул. Шишка бр. 35;Кавадарци;1430;Сервисирање на медицинска опрема;Услуги;ЈЗУ Општа болница со проширена дејност - Кавадарци Ул. Шишка бр. 35;Не;Не;Не;Не;50400000-9;Не;05/05/2020;05/04/2021;Месеци: 12 Денови: 365;Набавки од мала вредност;Цена;Да;2020-05-05;03-362/7;1.0;157000.0;157000.0;Друштво за промет и услуги МЕДИЦАЛ АДВАНЦЕ ДООЕЛ Скопје;ул. Орце Николов бр.202/2-1;СКОПЈЕ- Карпош;Република Македонија;Не;188800.0;157000.0;18;185260.0;2020-06-10
787;02351/2020;Агенција за катастар на недвижности;Трифун Хаџи Јанев бр.4;Скопје;1000;Одржување на згради, услуги за поправка на систем за вентилација, климатизери и централна климатизација, водовод и инсталација за топловодно греење со набавка на резервни делови;Услуги;-Агенција за катастар на недвижности Скопје -Центар за катастар на недвижности Скопје -Одделение за масовна проценка Скопје -Оделенија за Катастар на недвижности во Берово, Битола, Македонски Брод, Валандово, Велес, Виница, Гевгелија, Гостивар, Дебар, Делчево, Демир Хисар, Кавадарци, Кичево, Кочани, Кратово, Крива Паланка, Крушево, Куманово, Неготино, Охрид, Прилеп, Пробиштип, Радовиш,     Ресен, Свети Николе, Струга, Струмица, Тетово, Штип. -Месни  канцеларии во Општина Драчево, Чашка и Македонска Каменица.;Не;Не;Не;Не;42500000-1,45331200-8,IA23-5;Да;06/01/2020;05/31/2021;Месеци: 12;Отворена постапка;Цена;Да;2020-06-01;1015-6807/1;5.0;161570.0;62680.0;Друштво за трговија и услуги МАКОТЕРМ ДООЕЛ Скопје;МИТО ХАЏИВАСИЛЕВ - ЈАСМИН 52;СКОПЈЕ - ЦЕНТАР;Република Македонија;Не;7080000.0;4000000.0;18;4720000.0;2020-06-10
788;01400/2020;Општина Струга;ул.Маршал Тито бб;Струга;6330;Реконструкција на старо училиште Браќа Миладиновци;Работи;;Не;Не;Не;Не;45000000-7;Не;;;Месеци: 12;Поедноставена отворена постапка;Цена;Да;2020-03-24;15-629;2.0;10647540.0;7625795.0;Трговско друштво за градежништво трговија и услуги ЕРР-КОП 2007 с.Лабуништа Струга ДООЕЛ;НАСЕЛЕНО МЕСТО БЕЗ УЛИЧЕН СИСТЕМ;ЛАБУНИШТА;Република Македонија;Да;9000000.0;7625795.0;18;8998438.1;2020-06-10
